schoolId,udiseschCode,schoolName,stateId,stateCd,districtId,districtCd,blockId,blockCd,villageId,villWardCd,clusterId,clusterCd,pincode,schLocRuralUrban,schCategoryId,schType,schMgmtId,classFrm,classTo,schoolStatus,schIdMerged,schMergedYear,stateName,districtName,blockName,clusterName,villageName,schMgmtDesc,schCatDesc,schLocDesc,schTypeDesc,schmgmtParentId,schBroadMgmtId,schMgmtDescSt,isOperational2018To19,isOperational2019To20,lgdStateId,isOperational2020To21,isOperational2021To22,isOperational2022To23,address,email,lgdurbanlocalbodyId,lgdurbanlocalbodyName,lgdwardId,lgdwardName,lgdvillageId,lgdvillName,lgdpanchayatId,lgdvillpanchayatName,lgdblockId,lgdblockName,lastmodifiedTime,sessionYear,keyFlag,yearId,schoolStatusName,isNewCY
2456543,******12301,MADRSA DAIMUL ULOOM DALA,110,10,2008,1008,20100,100826,1962443,100826123,1901109.0,1008260017,855101,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S ALTABARI,DALA MOHIUDDINPUR,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,BAHADURGANJ MOHIUDDINPUR ,,,,,,222664,Dala Mohiuddinpur,96775,Chikabari,1821,Bahadurganj,2026-04-10 13:29:27.172,2026-27,,13,Operational,2
2493557,******11406,MADRSA DAROOL ULOOM BALIA QUADAMGACHI,110,10,2008,1008,20101,100827,1968216,100827114,1901118.0,1008270001,855115,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,UMS BALIA,BALIA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,AT-QUADAMGACHI BALIA KOCHADHAMAN,pankajbaitha291@gmail.com,,,,,222832,Balia,96817,Baliya,1824,Kochadhaman,2021-01-21 14:08:27.105,2026-27,,13,Operational,2
2443965,******06002,MADRSA HEDAYATUL ISLAM KALA SINGHIA,110,10,2008,1008,20097,100823,1971373,100823060,1901048.0,1008230247,855107,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,POTHIA,U.M.S ARRABARI,KALA SINGHIA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,AT-KALASINGHIA PO-RAIPUR PS-PAHARKATTA DIST-KISHANGANJ,,,,,,222631,Kala Singhia,96856,Parlabari,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2504421,******05204,MADRSA IMDADIA TELIBHITTA,110,10,2008,1008,20098,100824,1968191,100824052,1901076.0,1008240020,855108,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,UMS KOCHABASTI,PANCH GACHHI,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,50,10,50,50,50, MADRSA IMDADIA TELIBHITTA Thakurganj,,,,,,222479,Panchgachhi,96884,Dumaria,1827,Thakurganj,2024-11-20 12:35:00.009,2026-27,,13,Operational,2
2493556,******11405,MADRSA ISLAMIA JAMEUL ULOOM ANDHASUR TOLA FULWARI,110,10,2008,1008,20101,100827,1968216,100827114,1901118.0,1008270001,855115,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,UMS BALIA,BALIA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,AT-ANDHASUR PO-DOGHARIA KOCHADHAMAN,pankajbaitha291@gmail.com,,,,,222834,Andhasur,96817,Baliya,1824,Kochadhaman,2021-01-21 14:07:42.351,2026-27,,13,Operational,2
2433627,******13101,MADRSA MISBAHULULOOM WAHIDIA QUAZI TOLA BHORADAH,110,10,2008,1008,20100,100826,1962451,100826131,1901104.0,1008260012,855101,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S CHANDWAR HAT,BHORADAH,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,BAHADURGAJN LOHAFARA HAT ,mdshoaibalam@gmail.com,,,,,222725,Bhaurdah,96773,Bhauradah,1821,Bahadurganj,2021-07-05 22:20:13.023,2026-27,,13,Operational,2
2479233,******10902,MADRSA TALIMUL ISLAM DOGACHHI (DOGACHHI),110,10,2008,1008,20100,100826,1971505,100826091,1901098.0,1008260006,855101,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.MAHESBATHNA,DO GACHHI,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0, BAHADURGANJ BANGWA MAHESBATHNA ,,,,,,222691,Dogacchi,96784,Mahesh Bathana,1821,Bahadurganj,2021-07-03 20:47:17.402,2026-27,,13,Operational,2
2450085,******04404,MADRSA TALIMUL QURAN NOORSHEDUL ISLAM KARUAMANI,110,10,2008,1008,20099,100825,1969476,100825044,1901081.0,1008250004,855108,1,2,3,98,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,M.S.GANDHARV DANGA,KARUWAMANI,Madarsa Unrecognized,Primary with Upper Primary,Rural,3-Co-educational,98,4,Madarsa Unrecognized,50,0,10,0,0,0,"At-Karuamani,Po-Padampur,Panchayat-Karuamani,Block-Dighalbank,District-Kishanganj,Bihar,855108",ozzairalam572@gmail.com,,,,,222340,Karuamani,96797,Karuwamani,1822,Dighalbank,2020-07-01 09:24:08.958,2026-27,,13,Operational,2
2452932,******13102,MAHADUL ULOOM AL ISLAMIA,110,10,2008,1008,20095,100821,1962032,100821131,1900539.0,1008210003,855107,2,6,1,98,1,10,0,,,BIHAR,KISHANGANJ,KISHANGANJ,PRATAP M S KISHANGANJ,WARD NO-21,Madarsa Unrecognized,Pr. Up Pr. and Secondary Only,Urban,1-Boys,98,4,Madarsa Unrecognized,50,0,10,0,0,0,"MAHADUL ULOOM AL ISLAMIA, WARD NO-21, KISHANGANJ",jahangir12031995@gmail.com,249590,Kishanganj-Municipality,35828,Kishanganj (M) - Ward No.21,,,,,0,,2020-06-30 20:53:03.53,2026-27,,13,Operational,2
2443320,******08302,MAHMUDUL ULOOM KANTA TARABARI,110,10,2008,1008,20099,100825,1958286,100825083,1901079.0,1008250002,855108,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,U M S JARJHULLA,AAMBARI,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,"At-Kanta Tarabari,Panchayat-Tarabari Padampur,Block-Dighalbank,District-Kishanganj,Bihar,855101",,,,,,222367,Tarabari,96804,Tara Bari Padampur,1822,Dighalbank,2021-01-08 15:06:59.991,2026-27,,13,Operational,2
2485984,******02804,MARIGOLD ENGLISH SCHOOL,110,10,2008,1008,20095,100821,1954969,100821028,1901023.0,1008210012,855107,1,2,3,8,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,U.M.S TEOSA,TEOSA,Unrecognized,Primary with Upper Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,MARIGOLD ENGLISH SCHOOL TEOSA KISHANGANJ,10082102804@gmail.com,,,,,222950,Teosa,96815,Teusa,1823,Kishanganj,2020-06-21 13:49:31.455,2026-27,,13,Operational,2
2499329,******08110,MARKAZUL FALAH ACADEMY,110,10,2008,1008,20100,100826,1971495,100826081,1901108.0,1008260016,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.MS KUMHAR TOLI,DESIA TOLI,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,At deshiyatoli po Mehar ganj ps Bahaduganj dist Kishanganj Bihar ,markazulfalah123@gmail.com,,,,,222666,Deshiatoli,96776,Desiya Toli,1821,Bahadurganj,2026-04-10 13:12:56.486,2026-27,,13,Operational,2
2499195,******04602,MCD SCHOOL,110,10,2008,1008,20099,100825,1958251,100825046,1901087.0,1008250013,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,SOHAN M S DHANTOLA,PIPLA,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,0,"At- Khari Tola, Panchayat-Dhantola,Block-Dighalbank,District-Kishanganj,Bihar",ganeshsachit@gmail.com,,,,,222349,Dighal Bank,96794,Dighalbank,1822,Dighalbank,2023-02-14 14:55:53.457,2026-27,,13,Operational,2
2462000,******17701,M. DENIA-HANFIA-BHANKARDWARI,110,10,2008,1008,20098,100824,1964524,100824177,1901072.0,1008240016,855107,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S BARCHAUNDI,BHANKDOWARI,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,BHANKARDWARI THAKURGANJ KISHANGANJ,,,,,,222501,Bhaul Mara,96879,Bholmara,1827,Thakurganj,2021-01-08 22:07:10.641,2026-27,,13,Operational,2
2416894,******10202,M. DINITALIM CHASME-E-RAHAMAT,110,10,2008,1008,20097,100823,1971413,100823102,1901055.0,1008230254,855117,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,POTHIA,A.M.S POTHIA,POKHARIA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,Vill- Ramnia pokhar po- pothia,,,,,,222560,Ramaniapokhar,96858,Sarogora,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2430108,******00308,M.H.A. NATIONAL INTER COLLEGE THAKURGANJ,110,10,2008,1008,20098,100824,1962035,100824003,1905783.0,1008240001,855116,1,11,3,4,11,12,0,,,BIHAR,KISHANGANJ,THAKURGANJ,A M S THAKURGANJ,THAKUR GANJ,Other State Govt. Managed,Higher Secondary only/Jr. College,Rural,3-Co-educational,4,2,Government Aided,50,0,10,0,0,0,KANAKPUR THAKURGANJ KISHANGANJ,wwwmaximacomputer@gmail.com,,,,,222391,Kanakpur,96886,Kanakpur,1827,Thakurganj,2022-06-16 13:14:29.6,2026-27,,13,Operational,2
2488891,******19801,M. HEMAYATUL MUSLEMIN BAKHONALA,110,10,2008,1008,20097,100823,1954939,100823198,1901052.0,1008230251,855117,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,POTHIA,U.M.S BAKSA,BAKHONALA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,AT-BAKHONALA PO-TAIYABPUR DIST-KISHANGANJ,madarsabakhonala@gmail.com,,,,,222599,Bakhonala,96858,Sarogora,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2455054,******01810,MILLI GIRLS SCHOOL,110,10,2008,1008,20099,100825,1968444,100825018,1901079.0,1008250002,855108,1,6,2,5,1,10,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,U M S JARJHULLA,PADAM PUR,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,Rural,2-Girls,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"At-Padampur,Panchayat-Tarabari Padampur,Block-Dighalbank,District-Kishanganj,Bihar,855101",mgskne@gmail.com,,,,,222339,Padampur,96804,Tara Bari Padampur,1822,Dighalbank,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2449939,******05802,M. ISLAMIA CHASME RAHAMAT HAZARI,110,10,2008,1008,20098,100824,1972580,100824058,1901063.0,1008240005,855116,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S.BHOGDABAR,HAZARI GACHH,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,hazari gachh thakurganj kishanganj,hazarigachh@gmail.com,,,,,222418,Hazarigachh,96877,Bhaog Dabar,1827,Thakurganj,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2438443,******03606,MODERN ACADEMY,110,10,2008,1008,20097,100823,1976093,100823036,1901048.0,1008230247,855107,1,2,3,8,1,8,0,,,BIHAR,KISHANGANJ,POTHIA,U.M.S ARRABARI,RAI PUR,Unrecognized,Primary with Upper Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,AT-RAIPUR PO-RAIPUR PS-PAHARKATTA DIST-KISHANGANJ,,,,,,222623,Raipur,96857,Raypur,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2486131,******04204,MODERN ACADEMY,110,10,2008,1008,20101,100827,1962516,100827042,1901131.0,1008270014,855107,1,2,3,8,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M S KANHAIYABARI,MAHIYAR PUR,Unrecognized,Primary with Upper Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,MODARACADMY KOCHADHAMAN ,modernacademy9473@gmail.com,,,,,222868,Mahiyarpur,96831,Mazgama,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2493531,******03808,MODERN INTERNATIONAL SCHOOL,110,10,2008,1008,20095,100821,1954979,100821038,1901025.0,1008210014,855107,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,M.S MAHINGAON,MAHINGAON,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,Mahingaon Gulshanbad Kishanganj,shaharyaralamkne123@gmail.com,,,,,222965,Mahingaon,96811,Mahingaon,1823,Kishanganj,2023-05-31 12:55:13.289,2026-27,,13,Operational,2
2419651,******06506,MODERN PUBLIC ACADEMY,110,10,2008,1008,20101,100827,1971001,100827065,1901121.0,1008270004,855115,1,1,3,8,1,5,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,UMS TENA,KOCHA DHAMAN,Unrecognized,Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,AT-KOCHADHAMAN KISHANGANJ ,10082706506@gmail.com,,,,,222882,Kochadhaman,96829,Kochadhaman,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2458524,******04203,MODERN PUBLIC SCHOOL,110,10,2008,1008,20101,100827,1962516,100827042,1901131.0,1008270014,855107,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M S KANHAIYABARI,MAHIYAR PUR,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,MODER PUBLIC SCHOOL KANHAIYABARI MAHIYARPUR,ansar6j02@gmail.com,,,,,222868,Mahiyarpur,96831,Mazgama,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2435920,******00904,MOHAMADIA RAHMANIA DHANGARHA,110,10,2008,1008,20099,100825,1958253,100825048,1901089.0,1008250015,855101,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,U M S DHANGARHA,DHANGADHA,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,"At- Dhangarha,Via-Bahadurganj,District-Kishanganj,Bihar,855101",,,,,,222328,Dhangadha,96792,Dhangadha,1822,Dighalbank,2020-03-25 08:55:19.192,2026-27,,13,Operational,2
2486334,******04101,MOTILAL GIRLS M.S,110,10,2008,1008,20095,100821,1958352,100821087,1901017.0,1008210006,855107,2,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,JAGANATH.A.M.S.KISHANGANJ,WARD NO. 12,Department of Education,Primary with Upper Primary,Urban,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,Motilal Girls MS Ward No 12 Kishanganj,motilalbalikams@gmail.com,249590,Kishanganj-Municipality,35819,Kishanganj (M) - Ward No.12,,,,,0,,2024-01-10 21:00:11.215,2026-27,,13,Operational,2
2505866,******00607,MOUNT LITERA ZEE SCHOOL,110,10,2008,1008,20095,100821,1954947,100821006,1900539.0,1008210003,855107,2,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,PRATAP M S KISHANGANJ,WARD NO 22,Private Unaided (Recognized) ,Primary with Upper Primary,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,Salafi House Halim Chowk Kishanganj,kidzee1457@kidzee.com,249590,Kishanganj-Municipality,35826,Kishanganj (M) - Ward No.19,,,,,0,,2026-01-14 16:18:13.245,2026-27,,13,Operational,2
2410200,******08701,MS ADIWASI TOLA BHORHA,110,10,2008,1008,20096,100822,1970783,100822087,1901037.0,1008220256,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,TERHA GACHH,M S FULBARIYA,ADIWASI TOLA BHORA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,PANCHAYAT BHORHA DIST THIRANIGANJ ,dprahant193@gmail.com,,,,,222213,Bhorha,96863,Bhorha,1826,Terhagachh,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2491109,******05901,MS ALTA HAT,110,10,2008,1008,20101,100827,1970995,100827059,1901125.0,1008270008,855107,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M.S.ALTA HAT,ALTA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,"AT-ALTA HAT, PO- ALTA HAT, PS- KOCHADHAMAN, DIST- KISHANGANJ",10082705901@GMAIL.COM,,,,,222797,Kamalpur,96826,Kamalpur,1824,Kochadhaman,2024-01-16 14:28:17.925,2026-27,,13,Operational,2
2415492,******08902,MS ANDHASUR,110,10,2008,1008,20101,100827,1971024,100827089,1901141.0,1008270024,855115,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M S ANDHASUR,ANDHASUR,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,AT-DOGHARIA PO-DOGHARIA ,msandhasur1960@gmail.com,,,,,222834,Andhasur,96817,Baliya,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2464611,******04701,MS ASHA LATA,110,10,2008,1008,20095,100821,1954987,100821046,1900539.0,1008210003,855107,2,1,3,1,1,5,0,,,BIHAR,KISHANGANJ,KISHANGANJ,PRATAP M S KISHANGANJ,WARD NO 25,Department of Education,Primary,Urban,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0, ASHA LATA MIDDLE SCHOOL DAY MARKET KISHANGANJ,ashalatams1930@gmail.com,249590,Kishanganj-Municipality,35832,Kishanganj (M) - Ward No.25,,,,,0,,2025-12-26 01:04:05.131,2026-27,,13,Operational,2
2464597,******02701,MS BAHADUR GANJ,110,10,2008,1008,20100,100826,1970834,100826027,1901094.0,1008260002,855101,2,1,3,1,1,5,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.BAHADURGANJ,BAHADUR GANJ,Department of Education,Primary,Urban,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,BAHADURGANJ BAHADURGANJ ,msbahadurganj@gmail.com,249589,Bahadurganj-Town Panchayat,1299523,Bahadurganj (NP) - Ward No.11,,,,,0,,2025-12-26 01:01:27.345,2026-27,,13,Operational,2
2443630,******04001,MS BAIGANA,110,10,2008,1008,20096,100822,1974685,100822040,1901035.0,1008220254,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,TERHA GACHH,M S BAIGANA,BAIGANA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,uhs baigna po baigna ps terhagachh,,,,,,222293,Baigna,96862,Baigna,1826,Terhagachh,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2465778,******00801,MS BAIRIA,110,10,2008,1008,20096,100822,1971446,100822008,1901034.0,1008220253,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,TERHA GACHH,M S BAIRIA,BAIRIA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,UHS BAIRIA PANCHAYAT KHANIABAD,,,,,,222229,Bairia,96872,Khaniabad,1826,Terhagachh,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2491769,******03301,MS BALA NAGAR,110,10,2008,1008,20101,100827,1962507,100827033,1901127.0,1008270010,855107,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,U M S BALANAGAR,BALA NAGAR,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,AT-BALANAGAR PO-BALANAGAR KOCHADHAMAN,,,,,,222901,Himmatnagar,96825,Himmatnagar,1824,Kochadhaman,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2428127,******02101,MS BANDAR JHULA,110,10,2008,1008,20098,100824,1962053,100824021,1905870.0,1008240009,855108,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S.BANDARJHULLA,BANDAR JHULA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,Bandarjhula thakurganj kishanganj,msbandarjhula@gmail.com,,,,,222472,Bandar Jhula,96874,Bandarjhula,1827,Thakurganj,2026-04-10 13:49:21.782,2026-27,,13,Operational,2
2465601,******02002,MS BAN GAMA,110,10,2008,1008,20100,100826,1970827,100826020,1901100.0,1008260008,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.LOHAGARA HAT,BANGAMA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,BAHADURGANJ LOHAFARA HAT ,,,,,,222728,Bangama,96771,Bangama,1821,Bahadurganj,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2462509,******07501,MS BARCHOUNDI,110,10,2008,1008,20098,100824,1972043,100824075,1901072.0,1008240016,855116,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S BARCHAUNDI,BARCHOUNDI,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,barchoundi kharudah pawakhali hkakurganj kishanganj,uhsbarchoundi@gmail.com,,,,,222444,Barchaundi,96875,Barchoundi,1827,Thakurganj,2026-04-10 14:12:59.447,2026-27,,13,Operational,2
2458955,******05701,MS BARI JAN,110,10,2008,1008,20101,100827,1970993,100827057,1901126.0,1008270009,855107,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M.S.BARIJAN,BARIJAN,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,AT-BARIJAN HIGH SCHOOL BARIAJAN ,uhsbarijan@gmail.com,,,,,222866,Barijan Pothimari Jagir,96818,Barizan Pothimari Zagir,1824,Kochadhaman,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2450794,******04701,MS BEHBULDANGI,110,10,2008,1008,20098,100824,1958351,100824047,1905783.0,1008240001,855116,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,A M S THAKURGANJ,BEHBUL DANGI,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,BEHBUL DANGI THAKURGANJ KISHANGANJ,fathul99bari@gmail.com,,,,,222390,Gothra,96886,Kanakpur,1827,Thakurganj,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2491093,******02601,MS BELWA KASHIPUR,110,10,2008,1008,20095,100821,1954967,100821026,1901018.0,1008210007,855107,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,U.M.S.BELWA KASIPUR,CHHAGALIA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,"UHS BELWA KASHIPUR, POST- BELWA, KISHANGANJ",uhsbelwakashipurschool@gmail.com,,,,,222923,Chhagalia,96812,Motihara Taluka,1823,Kishanganj,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2458196,******00201,MS BENUGARH,110,10,2008,1008,20096,100822,1971440,100822002,1901030.0,1008220249,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,TERHA GACHH,MS SUHIYA RAHMATPUR,BENUGARH,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,at benugarh po matiyari ps terhagachh,,,,,,222242,Benugarh,96865,Dak Pokhar,1826,Terhagachh,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2435047,******06101,MS BHAGAL,110,10,2008,1008,20101,100827,1970997,100827061,1901138.0,1008270021,855115,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M S BHAGAL,BHAGAL,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,AT-BHAGAL PO-MOUDHO KOCHA,10082706101@gmai.com,,,,,222896,Bhagal,96819,Bhagal,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2454286,******05302,MS BHATA BARI,110,10,2008,1008,20100,100826,1971467,100826053,1901107.0,1008260015,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S NAVIN BANSBARI,FULBARI,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,BAHADURGANJ NAVIN BANSBARI ,,,,,,222720,Phulbari,96772,Bhatabari,1821,Bahadurganj,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2439323,******00601,MS BHELAGACHHI BIRPUR,110,10,2008,1008,20097,100823,1964558,100823006,1901056.0,1008230255,855117,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,POTHIA,M.S DALUA HAT,BHELAGACHHI,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,VILL-BHELAGACHHI PO-DALUAHAT DIST-KISHANGANJ,uhsbhelagachhi@gmail.com,,,,,222516,Bhelagachhi,96846,Fala,1825,Pothia,2024-04-29 16:48:12.165844,2026-27,,13,Operational,2
2461526,******01602,M.S BHOGDABAR,110,10,2008,1008,20098,100824,1962048,100824016,1901063.0,1008240005,855116,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S.BHOGDABAR,NUNIA TARI,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,Bhogdabar Thakurganj Kishanganj,,,,,,222421,Bhog Dabar,96877,Bhaog Dabar,1827,Thakurganj,2024-01-15 12:44:56.593,2026-27,,13,Operational,2
